celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,eliminated_week,withdrew,avg_score_w1,total_score_w1,pool_total_score_w1,judge_pct_w1,avg_score_w10,total_score_w10,pool_total_score_w10,judge_pct_w10,avg_score_w11,total_score_w11,pool_total_score_w11,judge_pct_w11,avg_score_w2,total_score_w2,pool_total_score_w2,judge_pct_w2,avg_score_w3,total_score_w3,pool_total_score_w3,judge_pct_w3,avg_score_w4,total_score_w4,pool_total_score_w4,judge_pct_w4,avg_score_w5,total_score_w5,pool_total_score_w5,judge_pct_w5,avg_score_w6,total_score_w6,pool_total_score_w6,judge_pct_w6,avg_score_w7,total_score_w7,pool_total_score_w7,judge_pct_w7,avg_score_w8,total_score_w8,pool_total_score_w8,judge_pct_w8,avg_score_w9,total_score_w9,pool_total_score_w9,judge_pct_w9,age_group,origin_type
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,6.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.0,False,6.333333333333333,19.0,206.0,0.09223300970873786,0.0,0.0,86.33290000000001,0.0,,,0.0,,6.666666666666667,20.0,245.0,0.08163265306122448,7.0,21.0,218.0,0.0963302752293578,0.0,0.0,190.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,125.5,0.0,0.0,0.0,118.5,0.0,Adult,Domestic
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,6.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2.0,False,6.333333333333333,19.0,206.0,0.09223300970873786,0.0,0.0,86.33290000000001,0.0,,,0.0,,7.0,21.0,245.0,0.08571428571428572,0.0,0.0,218.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,125.5,0.0,0.0,0.0,118.5,0.0,Middle-Aged,International
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,False,6.0,18.0,206.0,0.08737864077669903,0.0,0.0,86.33290000000001,0.0,,,0.0,,8.0,24.0,245.0,0.09795918367346938,8.0,24.0,218.0,0.11009174311926606,7.666666666666667,23.0,190.0,0.12105263157894737,7.0,21.0,176.0,0.11931818181818182,7.666666666666667,23.0,170.0,0.13529411764705881,0.0,0.0,154.5,0.0,0.0,0.0,125.5,0.0,0.0,0.0,118.5,0.0,Adult,International
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5.0,4.0,4.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,5.0,,7.0,7.0,7.0,,6.0,6.5,6.5,,6.5,6.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.0,False,4.333333333333333,13.0,206.0,0.06310679611650485,0.0,0.0,86.33290000000001,0.0,,,0.0,,7.0,21.0,245.0,0.08571428571428572,7.0,21.0,218.0,0.0963302752293578,7.0,21.0,190.0,0.11052631578947368,5.666666666666667,17.0,176.0,0.09659090909090909,7.0,21.0,170.0,0.12352941176470589,6.333333333333333,19.0,154.5,0.12297734627831715,6.333333333333333,19.0,125.5,0.15139442231075698,0.0,0.0,118.5,0.0,Middle-Aged,Domestic
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.5,10.0,,9.5,9.0,9.0,,10.0,10.0,10.0,,9.6666,9.3333,9.6666,,,,,,,False,8.0,24.0,206.0,0.11650485436893204,9.5555,28.6665,86.33290000000001,0.3320460681848982,,,0.0,,8.0,24.0,245.0,0.09795918367346938,8.0,24.0,218.0,0.11009174311926606,9.333333333333334,28.0,190.0,0.14736842105263157,8.333333333333334,25.0,176.0,0.14204545454545456,9.0,27.0,170.0,0.1588235294117647,9.833333333333334,29.5,154.5,0.19093851132686085,9.166666666666666,27.5,125.5,0.21912350597609562,10.0,30.0,118.5,0.25316455696202533,Adult,Domestic
Leeza Gibbons,Tony Dovolani,Tv Personality,South Carolina,United States,50,4,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4.0,False,5.0,15.0,206.0,0.07281553398058252,0.0,0.0,86.33290000000001,0.0,,,0.0,,7.0,21.0,245.0,0.08571428571428572,8.0,24.0,218.0,0.11009174311926606,5.333333333333333,16.0,190.0,0.08421052631578947,0.0,0.0,176.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,125.5,0.0,0.0,0.0,118.5,0.0,Middle-Aged,Domestic
Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,9.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.0,False,7.0,21.0,257.0,0.08171206225680934,0.0,0.0,79.3331,0.0,,,0.0,,7.0,21.0,238.0,0.08823529411764706,7.666666666666667,23.0,239.0,0.09623430962343096,9.0,27.0,234.0,0.11538461538461539,8.666666666666666,26.0,199.0,0.1306532663316583,8.333333333333334,25.0,180.0,0.1388888888888889,8.5,25.5,156.0,0.16346153846153846,8.5,25.5,131.5,0.19391634980988592,0.0,0.0,117.0,0.0,Adult,International
Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,8.0,8.0,8.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,8.0,9.0,9.0,,8.0,7.0,7.0,,8.0,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.0,False,8.0,24.0,257.0,0.0933852140077821,0.0,0.0,79.3331,0.0,,,0.0,,7.0,21.0,238.0,0.08823529411764706,9.0,27.0,239.0,0.11297071129707113,8.666666666666666,26.0,234.0,0.1111111111111111,8.666666666666666,26.0,199.0,0.1306532663316583,7.333333333333333,22.0,180.0,0.12222222222222222,8.333333333333334,25.0,156.0,0.16025641025641027,0.0,0.0,131.5,0.0,0.0,0.0,117.0,0.0,Middle-Aged,International
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,10.0,,9.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,False,8.666666666666666,26.0,257.0,0.10116731517509728,0.0,0.0,79.3331,0.0,,,0.0,,8.666666666666666,26.0,238.0,0.1092436974789916,9.0,27.0,239.0,0.11297071129707113,10.0,30.0,234.0,0.1282051282051282,9.333333333333334,28.0,199.0,0.1407035175879397,8.333333333333334,25.0,180.0,0.1388888888888889,0.0,0.0,156.0,0.0,0.0,0.0,131.5,0.0,0.0,0.0,117.0,0.0,Young,Domestic
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,10.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.5,8.5,9.5,,8.5,8.5,8.0,,9.5,10.0,9.5,,0.0,0.0,0.0,,,,,,9.0,False,7.0,21.0,257.0,0.08171206225680934,0.0,0.0,79.3331,0.0,,,0.0,,7.0,21.0,238.0,0.08823529411764706,8.666666666666666,26.0,239.0,0.1087866108786611,9.0,27.0,234.0,0.11538461538461539,8.333333333333334,25.0,199.0,0.12562814070351758,9.0,27.0,180.0,0.15,8.833333333333334,26.5,156.0,0.16987179487179488,8.333333333333334,25.0,131.5,0.19011406844106463,9.666666666666666,29.0,117.0,0.24786324786324787,Adult,Domestic
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4.0,False,6.0,18.0,257.0,0.07003891050583658,0.0,0.0,79.3331,0.0,,,0.0,,7.0,21.0,238.0,0.08823529411764706,7.0,21.0,239.0,0.08786610878661087,7.666666666666667,23.0,234.0,0.09829059829059829,0.0,0.0,199.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,131.5,0.0,0.0,0.0,117.0,0.0,Adult,Domestic
Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,6.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.0,False,5.333333333333333,16.0,257.0,0.0622568093385214,0.0,0.0,79.3331,0.0,,,0.0,,0.0,0.0,238.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,131.5,0.0,0.0,0.0,117.0,0.0,Adult,Domestic
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2.0,False,7.0,21.0,257.0,0.08171206225680934,0.0,0.0,79.3331,0.0,,,0.0,,7.0,21.0,238.0,0.08823529411764706,0.0,0.0,239.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,131.5,0.0,0.0,0.0,117.0,0.0,Young,Domestic
Helio Castroneves,Julianne Hough,Athlete,,Brazil,32,5,1st Place,1,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,9.0,10.0,9.0,,9.0,8.5,8.5,,9.5,9.5,9.5,,10.0,10.0,10.0,,9.0,9.3333,9.6666,,,,,,,False,8.333333333333334,25.0,257.0,0.09727626459143969,9.333300000000001,27.999900000000004,79.3331,0.35294095402801606,,,0.0,,9.0,27.0,238.0,0.1134453781512605,8.0,24.0,239.0,0.100418410041841,9.0,27.0,234.0,0.11538461538461539,7.666666666666667,23.0,199.0,0.11557788944723618,9.333333333333334,28.0,180.0,0.15555555555555556,8.666666666666666,26.0,156.0,0.16666666666666666,9.5,28.5,131.5,0.21673003802281368,10.0,30.0,117.0,0.2564102564102564,Adult,International
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,9.5,9.5,,10.0,10.0,10.0,,9.3333,9.3333,9.6666,,,,,,,False,8.0,24.0,257.0,0.0933852140077821,9.4444,28.333199999999998,79.3331,0.35714222688890257,,,0.0,,7.666666666666667,23.0,238.0,0.09663865546218488,9.0,27.0,239.0,0.11297071129707113,8.666666666666666,26.0,234.0,0.1111111111111111,9.666666666666666,29.0,199.0,0.1457286432160804,10.0,30.0,180.0,0.16666666666666666,9.0,27.0,156.0,0.17307692307692307,9.333333333333334,28.0,131.5,0.21292775665399238,10.0,30.0,117.0,0.2564102564102564,Adult,International
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,6.0,7.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.0,False,6.333333333333333,19.0,257.0,0.07392996108949416,0.0,0.0,79.3331,0.0,,,0.0,,5.0,15.0,238.0,0.06302521008403361,6.0,18.0,239.0,0.07531380753138076,0.0,0.0,234.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,131.5,0.0,0.0,0.0,117.0,0.0,Senior,Domestic
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,9.0,8.5,8.5,,8.0,8.5,8.0,,9.5,9.5,9.0,,8.0,7.5,7.5,,,,,,,False,7.0,21.0,257.0,0.08171206225680934,7.666666666666667,23.0,79.3331,0.2899168190830813,,,0.0,,8.0,24.0,238.0,0.10084033613445378,8.666666666666666,26.0,239.0,0.1087866108786611,8.666666666666666,26.0,234.0,0.1111111111111111,7.0,21.0,199.0,0.10552763819095477,7.666666666666667,23.0,180.0,0.12777777777777777,8.666666666666666,26.0,156.0,0.16666666666666666,8.166666666666666,24.5,131.5,0.18631178707224336,9.333333333333334,28.0,117.0,0.23931623931623933,Middle-Aged,Domestic
Mark Cuban,Kym Johnson,Tv Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,7.0,7.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.0,False,7.0,21.0,257.0,0.08171206225680934,0.0,0.0,79.3331,0.0,,,0.0,,6.0,18.0,238.0,0.07563025210084033,6.666666666666667,20.0,239.0,0.08368200836820083,7.333333333333333,22.0,234.0,0.09401709401709402,7.0,21.0,199.0,0.10552763819095477,0.0,0.0,180.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,131.5,0.0,0.0,0.0,117.0,0.0,Middle-Aged,Domestic
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,7.5,7.5,8.0,,10.0,9.0,9.5,,9.5,9.0,9.5,,9.0,8.0,9.0,,,,,,,False,7.0,21.0,243.0,0.08641975308641975,8.666666666666666,26.0,84.5,0.3076923076923077,,,0.0,,6.666666666666667,20.0,257.0,0.07782101167315175,8.333333333333334,25.0,228.0,0.10964912280701754,8.666666666666666,26.0,225.0,0.11555555555555555,7.666666666666667,23.0,196.0,0.11734693877551021,9.0,27.0,180.0,0.15,7.666666666666667,23.0,154.5,0.1488673139158576,9.5,28.5,133.5,0.21348314606741572,9.333333333333334,28.0,110.0,0.2545454545454545,Adult,International
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.0,False,6.0,18.0,243.0,0.07407407407407407,0.0,0.0,84.5,0.0,,,0.0,,5.333333333333333,16.0,257.0,0.0622568093385214,7.0,21.0,228.0,0.09210526315789473,0.0,0.0,225.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,133.5,0.0,0.0,0.0,110.0,0.0,Middle-Aged,Domestic
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.0,False,8.0,24.0,243.0,0.09876543209876543,0.0,0.0,84.5,0.0,,,0.0,,7.0,21.0,257.0,0.08171206225680934,8.666666666666666,26.0,228.0,0.11403508771929824,7.333333333333333,22.0,225.0,0.09777777777777778,7.0,21.0,196.0,0.10714285714285714,0.0,0.0,180.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,133.5,0.0,0.0,0.0,110.0,0.0,Senior,Domestic
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,False,7.333333333333333,22.0,243.0,0.09053497942386832,0.0,0.0,84.5,0.0,,,0.0,,8.0,24.0,257.0,0.0933852140077821,7.0,21.0,228.0,0.09210526315789473,8.0,24.0,225.0,0.10666666666666667,7.333333333333333,22.0,196.0,0.11224489795918367,7.0,21.0,180.0,0.11666666666666667,0.0,0.0,154.5,0.0,0.0,0.0,133.5,0.0,0.0,0.0,110.0,0.0,Middle-Aged,Domestic
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.0,False,7.0,21.0,243.0,0.08641975308641975,0.0,0.0,84.5,0.0,,,0.0,,8.0,24.0,257.0,0.0933852140077821,8.0,24.0,228.0,0.10526315789473684,9.333333333333334,28.0,225.0,0.12444444444444444,7.666666666666667,23.0,196.0,0.11734693877551021,8.0,24.0,180.0,0.13333333333333333,8.5,25.5,154.5,0.1650485436893204,0.0,0.0,133.5,0.0,0.0,0.0,110.0,0.0,Adult,Domestic
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.5,8.5,,8.5,8.0,8.5,,8.5,9.0,8.5,,0.0,0.0,0.0,,,,,,9.0,False,6.0,18.0,243.0,0.07407407407407407,0.0,0.0,84.5,0.0,,,0.0,,7.0,21.0,257.0,0.08171206225680934,6.333333333333333,19.0,228.0,0.08333333333333333,8.0,24.0,225.0,0.10666666666666667,8.0,24.0,196.0,0.12244897959183673,8.666666666666666,26.0,180.0,0.14444444444444443,8.666666666666666,26.0,154.5,0.16828478964401294,8.333333333333334,25.0,133.5,0.18726591760299627,8.666666666666666,26.0,110.0,0.23636363636363636,Adult,Domestic
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,7.0,8.0,7.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.5,8.5,9.5,,9.0,8.0,9.0,,9.0,9.5,9.0,,9.5,9.5,9.5,,,,,,,False,7.333333333333333,22.0,243.0,0.09053497942386832,9.5,28.5,84.5,0.33727810650887574,,,0.0,,9.0,27.0,257.0,0.10505836575875487,7.666666666666667,23.0,228.0,0.10087719298245613,9.666666666666666,29.0,225.0,0.1288888888888889,9.0,27.0,196.0,0.1377551020408163,8.0,24.0,180.0,0.13333333333333333,9.166666666666666,27.5,154.5,0.1779935275080906,8.666666666666666,26.0,133.5,0.1947565543071161,9.166666666666666,27.5,110.0,0.25,Adult,Domestic
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,10.0,10.0,,10.0,10.0,10.0,,9.5,8.0,9.5,,8.5,9.5,9.5,,9.5,9.0,10.0,,10.0,10.0,10.0,,,,,,,False,9.0,27.0,243.0,0.1111111111111111,10.0,30.0,84.5,0.35502958579881655,,,0.0,,9.0,27.0,257.0,0.10505836575875487,9.0,27.0,228.0,0.11842105263157894,9.666666666666666,29.0,225.0,0.1288888888888889,9.666666666666666,29.0,196.0,0.14795918367346939,10.0,30.0,180.0,0.16666666666666666,9.0,27.0,154.5,0.17475728155339806,9.166666666666666,27.5,133.5,0.20599250936329588,9.5,28.5,110.0,0.2590909090909091,Adult,Domestic
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2.0,False,5.0,15.0,243.0,0.06172839506172839,0.0,0.0,84.5,0.0,,,0.0,,5.0,15.0,257.0,0.058365758754863814,0.0,0.0,228.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,133.5,0.0,0.0,0.0,110.0,0.0,Adult,International
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,5.0,6.0,5.0,,6.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2.0,False,5.333333333333333,16.0,243.0,0.06584362139917696,0.0,0.0,84.5,0.0,,,0.0,,5.666666666666667,17.0,257.0,0.06614785992217899,0.0,0.0,228.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,133.5,0.0,0.0,0.0,110.0,0.0,Middle-Aged,Domestic
Adam Carolla,Julianne Hough,Tv/Radio Host,California,United States,43,6,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,7.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4.0,False,5.0,15.0,243.0,0.06172839506172839,0.0,0.0,84.5,0.0,,,0.0,,6.333333333333333,19.0,257.0,0.07392996108949416,7.0,21.0,228.0,0.09210526315789473,6.333333333333333,19.0,225.0,0.08444444444444445,0.0,0.0,196.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,154.5,0.0,0.0,0.0,133.5,0.0,0.0,0.0,110.0,0.0,Middle-Aged,Domestic
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8.0,8.0,8.0,,9.0,8.0,9.0,,7.0,6.0,8.0,,8.0,7.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.5,8.5,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.0,False,8.0,24.0,243.0,0.09876543209876543,0.0,0.0,84.5,0.0,,,0.0,,8.666666666666666,26.0,257.0,0.10116731517509728,7.0,21.0,228.0,0.09210526315789473,8.0,24.0,225.0,0.10666666666666667,9.0,27.0,196.0,0.1377551020408163,9.333333333333334,28.0,180.0,0.15555555555555556,8.5,25.5,154.5,0.1650485436893204,8.833333333333334,26.5,133.5,0.19850187265917604,0.0,0.0,110.0,0.0,Young,Domestic
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,6.0,6.0,6.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.0,False,6.166666666666667,18.5,252.0,0.07341269841269842,0.0,0.0,85.0,0.0,,,0.0,,0.0,0.0,221.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,127.5,0.0,0.0,0.0,100.5,0.0,Middle-Aged,Domestic
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,False,5.333333333333333,16.0,252.0,0.06349206349206349,0.0,0.0,85.0,0.0,,,0.0,,5.0,15.0,221.0,0.06787330316742081,5.333333333333333,16.0,199.0,0.08040201005025126,7.333333333333333,22.0,203.0,0.10837438423645321,7.0,21.0,195.0,0.1076923076923077,5.0,15.0,160.0,0.09375,0.0,0.0,147.0,0.0,0.0,0.0,127.5,0.0,0.0,0.0,100.5,0.0,Senior,Domestic
