Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Status
20,10,PERCENT,Noah Galloway,36.0,0.4348,0.1985,Safe
21,1,PERCENT,Gary Busey,15.0,0.0846,0.0565,Safe
21,1,PERCENT,Alexa PenaVega,22.0,0.0722,0.0516,Safe
21,1,PERCENT,Carlos PenaVega,23.0,0.0714,0.0579,Safe
21,1,PERCENT,Victor Espinoza,15.0,0.0818,0.056,Safe
21,1,PERCENT,Alek Skarlatos,22.0,0.0816,0.0656,Safe
21,1,PERCENT,Chaka Khan,13.0,0.0659,0.051,Safe
21,1,PERCENT,Andy Grammer,21.0,0.0683,0.0522,Safe
21,1,PERCENT,Tamar Braxton,23.0,0.0771,0.0569,Safe
21,1,PERCENT,Nick Carter,24.0,0.083,0.0578,Safe
21,1,PERCENT,Hayes Grier,21.0,0.079,0.0622,Safe
21,1,PERCENT,Bindi Irwin,24.0,0.0787,0.0586,Safe
21,1,PERCENT,Kim Zolciak-Biermann,12.0,0.075,0.0569,Safe
21,1,PERCENT,Paula Deen,15.0,0.0813,0.054,Safe
21,2,PERCENT,Gary Busey,16.5,0.0835,0.0465,Safe
21,2,PERCENT,Alexa PenaVega,23.0,0.0802,0.0493,Safe
21,2,PERCENT,Carlos PenaVega,22.5,0.0933,0.0612,Safe
21,2,PERCENT,Victor Espinoza,18.5,0.0112,0.0085,Eliminated
21,2,PERCENT,Alek Skarlatos,22.5,0.0874,0.0654,Safe
21,2,PERCENT,Chaka Khan,15.0,0.0929,0.0517,Safe
21,2,PERCENT,Andy Grammer,22.0,0.0822,0.0546,Safe
21,2,PERCENT,Tamar Braxton,24.5,0.0669,0.0492,Safe
21,2,PERCENT,Nick Carter,22.5,0.0647,0.0435,Safe
21,2,PERCENT,Hayes Grier,22.5,0.0829,0.0596,Safe
21,2,PERCENT,Bindi Irwin,24.0,0.0649,0.0471,Safe
21,2,PERCENT,Kim Zolciak-Biermann,18.5,0.0854,0.0525,Safe
21,2,PERCENT,Paula Deen,18.5,0.1045,0.0621,Safe
21,3,PERCENT,Gary Busey,25.0,0.093,0.0733,Safe
21,3,PERCENT,Alexa PenaVega,36.0,0.098,0.073,Safe
21,3,PERCENT,Carlos PenaVega,31.0,0.0862,0.0593,Safe
21,3,PERCENT,Alek Skarlatos,33.0,0.0795,0.0593,Safe
21,3,PERCENT,Andy Grammer,29.0,0.0977,0.066,Safe
21,3,PERCENT,Tamar Braxton,33.0,0.112,0.0931,Safe
21,3,PERCENT,Nick Carter,36.0,0.1047,0.075,Safe
21,3,PERCENT,Hayes Grier,30.0,0.1212,0.0912,Safe
21,3,PERCENT,Bindi Irwin,32.0,0.1054,0.0755,Safe
21,3,PERCENT,Paula Deen,20.0,0.1024,0.0796,Safe
21,4,PERCENT,Gary Busey,16.0,0.0258,0.0165,Eliminated
21,4,PERCENT,Alexa PenaVega,21.0,0.1027,0.0634,Safe
21,4,PERCENT,Carlos PenaVega,25.0,0.0983,0.0722,Safe
21,4,PERCENT,Alek Skarlatos,24.0,0.106,0.0746,Safe
21,4,PERCENT,Andy Grammer,23.0,0.111,0.0819,Safe
21,4,PERCENT,Tamar Braxton,27.0,0.1064,0.0665,Safe
21,4,PERCENT,Nick Carter,27.0,0.09,0.063,Safe
21,4,PERCENT,Hayes Grier,27.0,0.114,0.0749,Safe
21,4,PERCENT,Bindi Irwin,28.0,0.1376,0.0863,Safe
21,4,PERCENT,Paula Deen,18.0,0.1082,0.0636,Safe
21,5,PERCENT,Alexa PenaVega,40.0,0.1234,0.0877,Safe
21,5,PERCENT,Carlos PenaVega,39.0,0.1132,0.0843,Safe
21,5,PERCENT,Alek Skarlatos,29.0,0.1201,0.0854,Safe
21,5,PERCENT,Andy Grammer,36.0,0.0857,0.0611,Safe
21,5,PERCENT,Tamar Braxton,29.0,0.1065,0.0728,Safe
21,5,PERCENT,Nick Carter,35.0,0.1027,0.1022,Safe
21,5,PERCENT,Hayes Grier,30.0,0.1284,0.0924,Safe
21,5,PERCENT,Bindi Irwin,37.0,0.1177,0.0791,Safe
21,5,PERCENT,Paula Deen,26.0,0.1023,0.0744,Safe
21,6,PERCENT,Alexa PenaVega,30.0,0.1092,0.0621,Safe
21,6,PERCENT,Carlos PenaVega,38.0,0.1245,0.0855,Safe
21,6,PERCENT,Alek Skarlatos,30.0,0.1552,0.1016,Safe
21,6,PERCENT,Andy Grammer,40.0,0.1212,0.0919,Safe
21,6,PERCENT,Tamar Braxton,40.0,0.1266,0.0808,Safe
21,6,PERCENT,Nick Carter,39.0,0.1009,0.0759,Safe
21,6,PERCENT,Hayes Grier,32.0,0.1212,0.0858,Safe
21,6,PERCENT,Bindi Irwin,40.0,0.1114,0.0703,Safe
21,6,PERCENT,Paula Deen,24.0,0.0299,0.0196,Eliminated
21,7,PERCENT,Alexa PenaVega,27.5,0.1099,0.0721,Safe
21,7,PERCENT,Carlos PenaVega,28.0,0.1174,0.0687,Safe
21,7,PERCENT,Alek Skarlatos,26.5,0.1146,0.0672,Safe
21,7,PERCENT,Andy Grammer,28.0,0.2394,0.1148,Safe
21,7,PERCENT,Tamar Braxton,27.0,0.1267,0.0744,Safe
21,7,PERCENT,Nick Carter,27.0,0.1501,0.0846,Safe
21,7,PERCENT,Hayes Grier,28.0,0.0196,0.0159,Eliminated
21,7,PERCENT,Bindi Irwin,29.0,0.1223,0.0732,Safe
21,8,PERCENT,Alexa PenaVega,26.9998,0.1545,0.1083,Safe
21,8,PERCENT,Carlos PenaVega,28.9998,0.1603,0.089,Safe
21,8,PERCENT,Alek Skarlatos,25.0,0.1851,0.1133,Safe
21,8,PERCENT,Andy Grammer,23.9998,0.0292,0.0219,Eliminated
21,8,PERCENT,Tamar Braxton,28.0,0.1609,0.0933,Safe
21,8,PERCENT,Nick Carter,33.0,0.1621,0.101,Safe
21,8,PERCENT,Bindi Irwin,28.0,0.1481,0.0981,Safe
21,9,PERCENT,Alexa PenaVega,30.0,0.0327,0.0238,Eliminated
21,9,PERCENT,Carlos PenaVega,27.0,0.1734,0.08,Safe
21,9,PERCENT,Alek Skarlatos,25.5,0.1906,0.1014,Safe
21,9,PERCENT,Tamar Braxton,24.5,0.1904,0.081,Safe
21,9,PERCENT,Nick Carter,27.5,0.1992,0.1015,Safe
21,9,PERCENT,Bindi Irwin,30.0,0.2136,0.1513,Safe
21,10,PERCENT,Carlos PenaVega,31.5,0.1596,0.1236,Safe
21,10,PERCENT,Alek Skarlatos,28.5,0.3815,0.1692,Safe
21,10,PERCENT,Nick Carter,27.0,0.1445,0.1126,Safe
21,10,PERCENT,Bindi Irwin,31.5,0.3144,0.2009,Safe
21,11,PERCENT,Carlos PenaVega,30.0,0.0622,0.0468,Runner-up/Lost
21,11,PERCENT,Alek Skarlatos,27.999899999999997,0.3507,0.2203,Safe
21,11,PERCENT,Nick Carter,30.0,0.3489,0.1732,Safe
21,11,PERCENT,Bindi Irwin,30.0,0.2383,0.1148,Safe
22,1,PERCENT,Mischa Barton,16.0,0.0816,0.0644,Safe
22,1,PERCENT,Kim Fields,20.0,0.0823,0.0588,Safe
22,1,PERCENT,Jodie Sweetin,20.0,0.0933,0.0739,Safe
22,1,PERCENT,Doug Flutie,15.0,0.0826,0.0642,Safe
22,1,PERCENT,Von Miller,21.0,0.0651,0.0495,Safe
22,1,PERCENT,Antonio Brown,21.0,0.0929,0.066,Safe
22,1,PERCENT,Paige VanZant,21.0,0.0716,0.0493,Safe
22,1,PERCENT,Geraldo Rivera,13.0,0.1073,0.0736,Safe
22,1,PERCENT,Nyle DiMarco,23.0,0.0812,0.0577,Safe
22,1,PERCENT,Ginger Zee,23.0,0.0777,0.0554,Safe
22,1,PERCENT,Wanya Morris,23.0,0.0867,0.0608,Safe
22,1,PERCENT,Marla Maples,21.0,0.0777,0.0586,Safe
22,2,PERCENT,Mischa Barton,15.0,0.093,0.0554,Safe
22,2,PERCENT,Kim Fields,19.0,0.0817,0.0555,Safe
22,2,PERCENT,Jodie Sweetin,21.0,0.101,0.0763,Safe
22,2,PERCENT,Doug Flutie,20.0,0.1053,0.0649,Safe
22,2,PERCENT,Von Miller,20.0,0.0844,0.0543,Safe
22,2,PERCENT,Antonio Brown,19.0,0.082,0.0522,Safe
22,2,PERCENT,Paige VanZant,24.0,0.0769,0.0594,Safe
22,2,PERCENT,Geraldo Rivera,13.0,0.0214,0.0142,Eliminated
22,2,PERCENT,Nyle DiMarco,20.0,0.0941,0.0629,Safe
22,2,PERCENT,Ginger Zee,21.0,0.0804,0.0586,Safe
22,2,PERCENT,Wanya Morris,24.0,0.0982,0.0647,Safe
22,2,PERCENT,Marla Maples,20.0,0.0816,0.0557,Safe
22,3,PERCENT,Mischa Barton,18.0,0.0167,0.013,Eliminated
22,3,PERCENT,Kim Fields,22.0,0.1033,0.069,Safe
22,3,PERCENT,Jodie Sweetin,23.0,0.0839,0.0551,Safe
22,3,PERCENT,Doug Flutie,20.0,0.1122,0.0686,Safe
22,3,PERCENT,Von Miller,20.0,0.0992,0.0669,Safe
22,3,PERCENT,Antonio Brown,20.0,0.0825,0.0554,Safe
22,3,PERCENT,Paige VanZant,23.0,0.1028,0.0664,Safe
22,3,PERCENT,Nyle DiMarco,25.0,0.104,0.0745,Safe
22,3,PERCENT,Ginger Zee,21.0,0.1211,0.0745,Safe
22,3,PERCENT,Wanya Morris,24.0,0.1008,0.0742,Safe
22,3,PERCENT,Marla Maples,21.0,0.0735,0.051,Safe
22,4,PERCENT,Kim Fields,32.0,0.1154,0.0768,Safe
22,4,PERCENT,Jodie Sweetin,27.0,0.1235,0.0744,Safe
22,4,PERCENT,Doug Flutie,24.0,0.1349,0.063,Safe
22,4,PERCENT,Von Miller,32.0,0.1119,0.0716,Safe
22,4,PERCENT,Antonio Brown,35.0,0.1025,0.0678,Safe
22,4,PERCENT,Paige VanZant,36.0,0.0959,0.0646,Safe
22,4,PERCENT,Nyle DiMarco,34.0,0.1036,0.0747,Safe
22,4,PERCENT,Ginger Zee,36.0,0.0919,0.0633,Safe
22,4,PERCENT,Wanya Morris,35.0,0.1013,0.0684,Safe
22,4,PERCENT,Marla Maples,28.0,0.0191,0.0136,Eliminated
22,5,PERCENT,Kim Fields,28.0,0.1014,0.0759,Safe
22,5,PERCENT,Jodie Sweetin,35.0,0.1182,0.0814,Safe
22,5,PERCENT,Doug Flutie,28.0,0.0983,0.0804,Safe
22,5,PERCENT,Von Miller,29.0,0.1056,0.0732,Safe
22,5,PERCENT,Antonio Brown,26.0,0.1122,0.0967,Safe
22,5,PERCENT,Paige VanZant,31.0,0.1102,0.0832,Safe
22,5,PERCENT,Nyle DiMarco,37.0,0.1025,0.0739,Safe
22,5,PERCENT,Ginger Zee,32.0,0.1285,0.099,Safe
22,5,PERCENT,Wanya Morris,30.0,0.1231,0.089,Safe
22,6,PERCENT,Kim Fields,24.0,0.1323,0.0845,Safe
22,6,PERCENT,Jodie Sweetin,25.0,0.1091,0.0706,Safe
22,6,PERCENT,Doug Flutie,21.0,0.023,0.0156,Eliminated
22,6,PERCENT,Von Miller,24.0,0.1275,0.0765,Safe
22,6,PERCENT,Antonio Brown,27.0,0.0941,0.0632,Safe
22,6,PERCENT,Paige VanZant,28.0,0.1311,0.0802,Safe
22,6,PERCENT,Nyle DiMarco,25.0,0.1476,0.0868,Safe
22,6,PERCENT,Ginger Zee,24.0,0.1105,0.0706,Safe
22,6,PERCENT,Wanya Morris,29.0,0.1247,0.0948,Safe
22,7,PERCENT,Kim Fields,26.0,0.0241,0.0183,Eliminated
22,7,PERCENT,Jodie Sweetin,25.5,0.1692,0.0875,Safe
22,7,PERCENT,Von Miller,26.0,0.1138,0.0669,Safe
22,7,PERCENT,Antonio Brown,26.0,0.1577,0.0877,Safe
22,7,PERCENT,Paige VanZant,27.5,0.1108,0.0652,Safe
22,7,PERCENT,Nyle DiMarco,28.0,0.1275,0.079,Safe
22,7,PERCENT,Ginger Zee,27.5,0.1443,0.08,Safe
22,7,PERCENT,Wanya Morris,27.5,0.1526,0.079,Safe
22,8,PERCENT,Jodie Sweetin,30.0,0.0327,0.0247,Eliminated
22,8,PERCENT,Antonio Brown,27.0,0.1627,0.0991,Safe
22,8,PERCENT,Paige VanZant,28.0,0.1868,0.1061,Safe
22,8,PERCENT,Nyle DiMarco,29.0,0.1795,0.1173,Safe
22,8,PERCENT,Ginger Zee,30.0,0.2224,0.1114,Safe
22,8,PERCENT,Wanya Morris,25.0,0.2159,0.1127,Safe
22,9,PERCENT,Antonio Brown,27.5,0.2835,0.1703,Safe
22,9,PERCENT,Paige VanZant,29.5,0.2576,0.1412,Safe
22,9,PERCENT,Nyle DiMarco,28.5,0.1968,0.0928,Safe
22,9,PERCENT,Ginger Zee,28.0,0.2186,0.0984,Safe
22,9,PERCENT,Wanya Morris,30.0,0.0436,0.0322,Eliminated
22,10,PERCENT,Paige VanZant,29.666600000000003,0.3909,0.1452,Safe
22,10,PERCENT,Nyle DiMarco,28.9998,0.1298,0.078,Eliminated
22,10,PERCENT,Ginger Zee,28.333199999999998,0.4793,0.1691,Safe
23,1,PERCENT,Jake T. Austin,22.0,0.0818,0.0547,Safe
23,1,PERCENT,Maureen McCormick,22.0,0.0867,0.066,Safe
23,1,PERCENT,Marilu Henner,27.0,0.0721,0.0515,Safe
23,1,PERCENT,Ryan Lochte,24.0,0.0759,0.0629,Safe
23,1,PERCENT,Calvin Johnson Jr.,26.0,0.0736,0.0513,Safe
23,1,PERCENT,Laurie Hernandez,31.0,0.0774,0.0516,Safe
23,1,PERCENT,Amber Rose,24.0,0.0797,0.0625,Safe
23,1,PERCENT,Rick Perry,20.0,0.0768,0.0547,Safe
23,1,PERCENT,James Hinchcliffe,31.0,0.0749,0.0568,Safe
23,1,PERCENT,Babyface,26.0,0.0883,0.0667,Safe
23,1,PERCENT,Vanilla Ice,25.0,0.0743,0.056,Safe
23,1,PERCENT,Jana Kramer,27.0,0.0718,0.0493,Safe
23,1,PERCENT,Terra Jole,25.0,0.0666,0.0493,Safe
23,2,PERCENT,Jake T. Austin,24.0,0.012,0.0091,Eliminated
23,2,PERCENT,Maureen McCormick,26.0,0.0748,0.0491,Safe
23,2,PERCENT,Marilu Henner,27.0,0.0989,0.0629,Safe
23,2,PERCENT,Ryan Lochte,24.0,0.075,0.0438,Safe
23,2,PERCENT,Calvin Johnson Jr.,28.0,0.086,0.0576,Safe
23,2,PERCENT,Laurie Hernandez,32.0,0.0803,0.0571,Safe
23,2,PERCENT,Amber Rose,24.0,0.0818,0.0503,Safe
23,2,PERCENT,Rick Perry,22.0,0.0831,0.0519,Safe
23,2,PERCENT,James Hinchcliffe,29.0,0.0799,0.0612,Safe
23,2,PERCENT,Babyface,30.0,0.0738,0.0533,Safe
23,2,PERCENT,Vanilla Ice,26.0,0.0949,0.058,Safe
23,2,PERCENT,Jana Kramer,29.0,0.0761,0.0595,Safe
23,2,PERCENT,Terra Jole,31.0,0.0835,0.0592,Safe
23,3,PERCENT,Maureen McCormick,28.0,0.08,0.0504,Safe
23,3,PERCENT,Marilu Henner,28.0,0.0786,0.0547,Safe
23,3,PERCENT,Ryan Lochte,25.0,0.0911,0.0588,Safe
23,3,PERCENT,Calvin Johnson Jr.,32.0,0.0986,0.0753,Safe
23,3,PERCENT,Laurie Hernandez,31.0,0.1041,0.068,Safe
23,3,PERCENT,Amber Rose,25.0,0.0901,0.0631,Safe
23,3,PERCENT,Rick Perry,23.0,0.0131,0.0091,Eliminated
23,3,PERCENT,James Hinchcliffe,29.0,0.0863,0.0576,Safe
23,3,PERCENT,Babyface,25.0,0.1075,0.0637,Safe
23,3,PERCENT,Vanilla Ice,23.0,0.0836,0.0543,Safe
23,3,PERCENT,Jana Kramer,26.0,0.0747,0.0467,Safe
23,3,PERCENT,Terra Jole,30.0,0.0923,0.0617,Safe
23,4,PERCENT,Maureen McCormick,24.0,0.0921,0.0694,Safe
23,4,PERCENT,Marilu Henner,21.0,0.0857,0.0589,Safe
23,4,PERCENT,Ryan Lochte,22.0,0.093,0.0617,Safe
23,4,PERCENT,Calvin Johnson Jr.,23.0,0.1179,0.0789,Safe
23,4,PERCENT,Laurie Hernandez,30.0,0.1022,0.0703,Safe
23,4,PERCENT,Amber Rose,24.0,0.0886,0.0581,Safe
23,4,PERCENT,James Hinchcliffe,28.0,0.0927,0.0661,Safe
23,4,PERCENT,Babyface,18.0,0.0186,0.0128,Eliminated
23,4,PERCENT,Vanilla Ice,23.0,0.1007,0.0673,Safe
23,4,PERCENT,Jana Kramer,23.0,0.1081,0.0697,Safe
23,4,PERCENT,Terra Jole,25.0,0.1004,0.0635,Safe
23,5,PERCENT,Maureen McCormick,24.0,0.1121,0.0947,Safe
23,5,PERCENT,Marilu Henner,27.0,0.1057,0.081,Safe
23,5,PERCENT,Ryan Lochte,24.0,0.124,0.0795,Safe
23,5,PERCENT,Calvin Johnson Jr.,24.0,0.1016,0.073,Safe
23,5,PERCENT,Laurie Hernandez,25.0,0.1538,0.1033,Safe
23,5,PERCENT,Amber Rose,24.0,0.1082,0.0756,Safe
23,5,PERCENT,James Hinchcliffe,29.0,0.1015,0.079,Safe
23,5,PERCENT,Jana Kramer,26.0,0.0948,0.0679,Safe
23,5,PERCENT,Terra Jole,27.0,0.0983,0.072,Safe
23,6,PERCENT,Maureen McCormick,31.0,0.1136,0.0729,Safe
23,6,PERCENT,Marilu Henner,34.0,0.1153,0.0747,Safe
23,6,PERCENT,Ryan Lochte,30.0,0.1201,0.0842,Safe
23,6,PERCENT,Calvin Johnson Jr.,37.0,0.1245,0.0926,Safe
23,6,PERCENT,Laurie Hernandez,37.0,0.1468,0.0925,Safe
23,6,PERCENT,Amber Rose,28.0,0.0231,0.0166,Eliminated
23,6,PERCENT,James Hinchcliffe,38.0,0.1343,0.0812,Safe
23,6,PERCENT,Jana Kramer,40.0,0.1278,0.0903,Safe
23,6,PERCENT,Terra Jole,30.0,0.0945,0.0554,Safe
23,7,PERCENT,Maureen McCormick,33.0,0.0203,0.0168,Eliminated
23,7,PERCENT,Marilu Henner,32.0,0.1645,0.101,Safe
23,7,PERCENT,Ryan Lochte,33.0,0.1342,0.0826,Safe
23,7,PERCENT,Calvin Johnson Jr.,37.0,0.127,0.0797,Safe
23,7,PERCENT,Laurie Hernandez,34.5,0.166,0.1107,Safe
23,7,PERCENT,James Hinchcliffe,37.0,0.1124,0.0808,Safe
23,7,PERCENT,Jana Kramer,34.5,0.1689,0.0881,Safe
23,7,PERCENT,Terra Jole,34.5,0.1067,0.0734,Safe
23,8,PERCENT,Marilu Henner,23.0,0.1402,0.0727,Safe
23,8,PERCENT,Ryan Lochte,26.0,0.0298,0.0233,Eliminated
23,8,PERCENT,Calvin Johnson Jr.,30.0,0.1843,0.1197,Safe
23,8,PERCENT,Laurie Hernandez,33.0,0.1619,0.106,Safe
23,8,PERCENT,James Hinchcliffe,34.9998,0.1653,0.1092,Safe
23,8,PERCENT,Jana Kramer,30.0,0.1831,0.117,Safe
23,8,PERCENT,Terra Jole,24.0,0.1354,0.0723,Safe
23,9,PERCENT,Marilu Henner,36.0,0.0426,0.0331,Eliminated
23,9,PERCENT,Calvin Johnson Jr.,37.0,0.1631,0.0889,Safe
23,9,PERCENT,Laurie Hernandez,40.0,0.2315,0.1355,Safe
23,9,PERCENT,James Hinchcliffe,36.0,0.2092,0.1002,Safe
23,9,PERCENT,Jana Kramer,40.0,0.2121,0.1325,Safe
23,9,PERCENT,Terra Jole,38.0,0.1414,0.0927,Safe
23,10,PERCENT,Calvin Johnson Jr.,28.0,0.2432,0.1448,Safe
23,10,PERCENT,Laurie Hernandez,30.0,0.2272,0.0934,Safe
23,10,PERCENT,James Hinchcliffe,29.5,0.2563,0.1391,Safe
23,10,PERCENT,Jana Kramer,29.0,0.2251,0.1282,Safe
23,10,PERCENT,Terra Jole,30.0,0.0482,0.0364,Eliminated
23,11,PERCENT,Calvin Johnson Jr.,38.3331,0.3266,0.1878,Safe
23,11,PERCENT,Laurie Hernandez,39.333200000000005,0.2408,0.1422,Safe
23,11,PERCENT,James Hinchcliffe,38.9998,0.3642,0.1788,Safe
23,11,PERCENT,Jana Kramer,35.5,0.0684,0.0506,Runner-up/Lost
24,1,PERCENT,Charo,21.0,0.0781,0.0633,Safe
24,1,PERCENT,Mr. T,20.0,0.0838,0.0578,Safe
24,1,PERCENT,Heather Morris,28.0,0.0933,0.0689,Safe
24,1,PERCENT,Nancy Kerrigan,28.0,0.0684,0.0535,Safe
24,1,PERCENT,Bonner Bolton,22.0,0.0814,0.063,Safe
24,1,PERCENT,Simone Biles,32.0,0.0969,0.0786,Safe
24,1,PERCENT,David Ross,28.0,0.0916,0.064,Safe
24,1,PERCENT,Rashad Jennings,31.0,0.0812,0.0628,Safe
24,1,PERCENT,Chris Kattan,17.0,0.0748,0.0607,Safe
24,1,PERCENT,Erika Jayne,24.0,0.0904,0.0698,Safe
24,1,PERCENT,Normani,27.0,0.0768,0.0578,Safe
24,1,PERCENT,Nick Viall,24.0,0.0832,0.065,Safe
24,2,PERCENT,Charo,25.0,0.085,0.0606,Safe
24,2,PERCENT,Mr. T,22.0,0.1046,0.0625,Safe
24,2,PERCENT,Heather Morris,30.0,0.0865,0.0648,Safe
24,2,PERCENT,Nancy Kerrigan,28.0,0.0814,0.0598,Safe
24,2,PERCENT,Bonner Bolton,28.0,0.0863,0.063,Safe
24,2,PERCENT,Simone Biles,29.0,0.0852,0.0587,Safe
24,2,PERCENT,David Ross,27.0,0.0862,0.063,Safe
24,2,PERCENT,Rashad Jennings,32.0,0.0925,0.0674,Safe
24,2,PERCENT,Chris Kattan,22.0,0.0159,0.011,Eliminated
24,2,PERCENT,Erika Jayne,28.0,0.0932,0.0615,Safe
24,2,PERCENT,Normani,32.0,0.0792,0.0597,Safe
24,2,PERCENT,Nick Viall,25.0,0.1039,0.0638,Safe
24,3,PERCENT,Charo,24.0,0.0172,0.012,Eliminated
24,3,PERCENT,Mr. T,24.0,0.0985,0.0602,Safe
24,3,PERCENT,Heather Morris,33.0,0.0929,0.0613,Safe
24,3,PERCENT,Nancy Kerrigan,33.0,0.0974,0.0743,Safe
24,3,PERCENT,Bonner Bolton,24.0,0.1255,0.0834,Safe
24,3,PERCENT,Simone Biles,32.0,0.0688,0.05,Safe
24,3,PERCENT,David Ross,31.0,0.1089,0.0853,Safe
24,3,PERCENT,Rashad Jennings,28.0,0.1016,0.0632,Safe
24,3,PERCENT,Erika Jayne,26.0,0.1148,0.0758,Safe
24,3,PERCENT,Normani,34.0,0.077,0.0472,Safe
24,3,PERCENT,Nick Viall,26.0,0.0975,0.0634,Safe
24,4,PERCENT,Mr. T,28.0,0.0179,0.0131,Eliminated
24,4,PERCENT,Heather Morris,35.0,0.0794,0.0531,Safe
24,4,PERCENT,Nancy Kerrigan,33.0,0.0955,0.0734,Safe
24,4,PERCENT,Bonner Bolton,32.0,0.1177,0.0662,Safe
24,4,PERCENT,Simone Biles,36.0,0.1066,0.0935,Safe
24,4,PERCENT,David Ross,31.0,0.127,0.0844,Safe
24,4,PERCENT,Rashad Jennings,39.0,0.1077,0.0764,Safe
24,4,PERCENT,Erika Jayne,30.0,0.1132,0.0661,Safe
24,4,PERCENT,Normani,32.0,0.1131,0.0809,Safe
24,4,PERCENT,Nick Viall,30.0,0.1219,0.0757,Safe
24,5,PERCENT,Heather Morris,34.0,0.1081,0.0684,Safe
24,5,PERCENT,Nancy Kerrigan,36.0,0.106,0.0725,Safe
24,5,PERCENT,Bonner Bolton,30.0,0.162,0.0906,Safe
24,5,PERCENT,Simone Biles,38.0,0.1094,0.074,Safe
24,5,PERCENT,David Ross,29.0,0.1202,0.0618,Safe
24,5,PERCENT,Rashad Jennings,32.0,0.1137,0.061,Safe
24,5,PERCENT,Erika Jayne,32.0,0.0213,0.0165,Eliminated
24,5,PERCENT,Normani,39.0,0.1395,0.0815,Safe
24,5,PERCENT,Nick Viall,34.0,0.1199,0.0736,Safe
24,6,PERCENT,Heather Morris,37.0,0.0189,0.0147,Eliminated
24,6,PERCENT,Nancy Kerrigan,33.5,0.1728,0.1012,Safe
24,6,PERCENT,Bonner Bolton,31.5,0.1689,0.0736,Safe
24,6,PERCENT,Simone Biles,34.5,0.1284,0.0635,Safe
24,6,PERCENT,David Ross,31.0,0.1399,0.0729,Safe
24,6,PERCENT,Rashad Jennings,35.0,0.113,0.0624,Safe
24,6,PERCENT,Normani,36.0,0.1141,0.0542,Safe
24,6,PERCENT,Nick Viall,30.5,0.144,0.062,Safe
24,7,PERCENT,Nancy Kerrigan,36.0,0.0253,0.0191,Eliminated
24,7,PERCENT,Bonner Bolton,31.0,0.1868,0.0885,Safe
24,7,PERCENT,Simone Biles,39.0,0.1651,0.1042,Safe
24,7,PERCENT,David Ross,32.0,0.1521,0.0766,Safe
24,7,PERCENT,Rashad Jennings,39.0,0.1151,0.0803,Safe
24,7,PERCENT,Normani,42.0,0.1977,0.14,Safe
24,7,PERCENT,Nick Viall,34.0,0.1579,0.1021,Safe
24,8,PERCENT,Bonner Bolton,29.0,0.0622,0.0447,Eliminated
24,8,PERCENT,Simone Biles,36.0,0.1968,0.1103,Safe
24,8,PERCENT,David Ross,32.5,0.3237,0.1733,Safe
24,8,PERCENT,Rashad Jennings,37.5,0.2508,0.1379,Safe
24,8,PERCENT,Normani,39.5,0.1666,0.1056,Safe
24,9,PERCENT,Simone Biles,40.0,0.0697,0.051,Eliminated
24,9,PERCENT,David Ross,35.0,0.3081,0.1479,Safe
24,9,PERCENT,Rashad Jennings,38.5,0.3499,0.1689,Safe
24,9,PERCENT,Normani,38.0,0.2723,0.1152,Safe
24,10,PERCENT,David Ross,36.3333,0.1299,0.0756,Eliminated
24,10,PERCENT,Rashad Jennings,39.6666,0.3602,0.154,Safe
24,10,PERCENT,Normani,39.333200000000005,0.51,0.1678,Safe
25,1,PERCENT,Sasha Pieterse,18.0,0.0747,0.0562,Safe
25,1,PERCENT,Frankie Muniz,19.0,0.0842,0.0586,Safe
25,1,PERCENT,Jordan Fisher,22.0,0.0779,0.0597,Safe
25,1,PERCENT,Derek Fisher,18.0,0.0693,0.0571,Safe
25,1,PERCENT,Nikki Bella,20.0,0.089,0.0621,Safe
25,1,PERCENT,Terrell Owens,15.0,0.081,0.0589,Safe
25,1,PERCENT,Victoria Arlen,19.0,0.0672,0.0511,Safe
25,1,PERCENT,Barbara Corcoran,14.0,0.0833,0.0569,Safe
25,1,PERCENT,Lindsey Stirling,22.0,0.0796,0.0553,Safe
25,1,PERCENT,Debbie Gibson,17.0,0.0702,0.0513,Safe
25,1,PERCENT,Nick Lachey,18.0,0.0789,0.0611,Safe
25,1,PERCENT,Drew Scott,16.0,0.0732,0.0556,Safe
25,1,PERCENT,Vanessa Lachey,21.0,0.0716,0.0535,Safe
25,2,PERCENT,Sasha Pieterse,22.5,0.0763,0.0594,Safe
25,2,PERCENT,Frankie Muniz,24.0,0.1033,0.0618,Safe
25,2,PERCENT,Jordan Fisher,24.0,0.0609,0.0433,Safe
25,2,PERCENT,Derek Fisher,19.0,0.0807,0.0423,Safe
25,2,PERCENT,Nikki Bella,19.5,0.0857,0.0469,Safe
25,2,PERCENT,Terrell Owens,19.5,0.0805,0.0476,Safe
25,2,PERCENT,Victoria Arlen,22.0,0.0713,0.0507,Safe
25,2,PERCENT,Barbara Corcoran,17.0,0.0968,0.0515,Safe
25,2,PERCENT,Lindsey Stirling,22.5,0.0799,0.0672,Safe
25,2,PERCENT,Debbie Gibson,20.5,0.0095,0.0077,Eliminated
25,2,PERCENT,Nick Lachey,19.0,0.0921,0.0575,Safe
25,2,PERCENT,Drew Scott,20.5,0.0923,0.057,Safe
25,2,PERCENT,Vanessa Lachey,23.5,0.0705,0.0505,Safe
