Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Actual_Status,Prediction_Match
23,8,PERCENT,Calvin Johnson Jr.,30.0,0.153,0.0853,Safe,True
23,8,PERCENT,Laurie Hernandez,33.0,0.2362,0.132,Safe,True
23,8,PERCENT,James Hinchcliffe,34.9998,0.1296,0.0952,Safe,True
23,8,PERCENT,Jana Kramer,30.0,0.1303,0.0758,Safe,True
23,8,PERCENT,Terra Jole,24.0,0.1568,0.1251,Safe,True
23,9,PERCENT,Marilu Henner,36.0,0.0385,0.0287,Eliminated,True
23,9,PERCENT,Calvin Johnson Jr.,37.0,0.1778,0.1159,Safe,True
23,9,PERCENT,Laurie Hernandez,40.0,0.1619,0.0906,Safe,True
23,9,PERCENT,James Hinchcliffe,36.0,0.1974,0.1155,Safe,True
23,9,PERCENT,Jana Kramer,40.0,0.1683,0.0962,Safe,True
23,9,PERCENT,Terra Jole,38.0,0.2561,0.1223,Safe,True
23,10,PERCENT,Calvin Johnson Jr.,28.0,0.2358,0.1182,Safe,True
23,10,PERCENT,Laurie Hernandez,30.0,0.1619,0.0718,Safe,True
23,10,PERCENT,James Hinchcliffe,29.5,0.3102,0.1488,Safe,True
23,10,PERCENT,Jana Kramer,29.0,0.2462,0.145,Safe,True
23,10,PERCENT,Terra Jole,30.0,0.0458,0.034,Eliminated,True
23,11,PERCENT,Calvin Johnson Jr.,38.3331,0.3522,0.1327,Safe,True
23,11,PERCENT,Laurie Hernandez,39.333200000000005,0.2894,0.1061,Safe,True
23,11,PERCENT,James Hinchcliffe,38.9998,0.2642,0.1067,Safe,True
23,11,PERCENT,Jana Kramer,35.5,0.0942,0.0589,Eliminated,True
24,2,PERCENT,Charo,25.0,0.0961,0.0545,Safe,True
24,2,PERCENT,Mr. T,22.0,0.1003,0.062,Safe,True
24,2,PERCENT,Heather Morris,30.0,0.0801,0.0599,Safe,True
24,2,PERCENT,Nancy Kerrigan,28.0,0.0806,0.0577,Safe,True
24,2,PERCENT,Bonner Bolton,28.0,0.0979,0.0633,Safe,True
24,2,PERCENT,Simone Biles,29.0,0.0798,0.0556,Safe,True
24,2,PERCENT,David Ross,27.0,0.1024,0.0752,Safe,True
24,2,PERCENT,Rashad Jennings,32.0,0.086,0.0554,Safe,True
24,2,PERCENT,Chris Kattan,22.0,0.0153,0.011,Eliminated,True
24,2,PERCENT,Erika Jayne,28.0,0.0799,0.055,Safe,True
24,2,PERCENT,Normani,32.0,0.0851,0.0594,Safe,True
24,2,PERCENT,Nick Viall,25.0,0.0966,0.0772,Safe,True
24,3,PERCENT,Charo,24.0,0.0159,0.0116,Eliminated,True
24,3,PERCENT,Mr. T,24.0,0.1238,0.0705,Safe,True
24,3,PERCENT,Heather Morris,33.0,0.0772,0.0606,Safe,True
24,3,PERCENT,Nancy Kerrigan,33.0,0.1097,0.0662,Safe,True
24,3,PERCENT,Bonner Bolton,24.0,0.0809,0.0477,Safe,True
24,3,PERCENT,Simone Biles,32.0,0.0894,0.0574,Safe,True
24,3,PERCENT,David Ross,31.0,0.0944,0.0626,Safe,True
24,3,PERCENT,Rashad Jennings,28.0,0.111,0.0651,Safe,True
24,3,PERCENT,Erika Jayne,26.0,0.1102,0.0734,Safe,True
24,3,PERCENT,Normani,34.0,0.094,0.0643,Safe,True
24,3,PERCENT,Nick Viall,26.0,0.0936,0.0595,Safe,True
24,4,PERCENT,Mr. T,28.0,0.019,0.0136,Eliminated,True
24,4,PERCENT,Heather Morris,35.0,0.0874,0.057,Safe,True
24,4,PERCENT,Nancy Kerrigan,33.0,0.1009,0.071,Safe,True
24,4,PERCENT,Bonner Bolton,32.0,0.1038,0.0759,Safe,True
24,4,PERCENT,Simone Biles,36.0,0.0996,0.0653,Safe,True
24,4,PERCENT,David Ross,31.0,0.1204,0.0733,Safe,True
24,4,PERCENT,Rashad Jennings,39.0,0.1032,0.0718,Safe,True
24,4,PERCENT,Erika Jayne,30.0,0.1435,0.0837,Safe,True
24,4,PERCENT,Normani,32.0,0.129,0.0795,Safe,True
24,4,PERCENT,Nick Viall,30.0,0.093,0.0608,Safe,True
24,5,PERCENT,Heather Morris,34.0,0.1317,0.0739,Safe,True
24,5,PERCENT,Nancy Kerrigan,36.0,0.1324,0.0678,Safe,True
24,5,PERCENT,Bonner Bolton,30.0,0.1093,0.0669,Safe,True
24,5,PERCENT,Simone Biles,38.0,0.0983,0.0721,Safe,True
24,5,PERCENT,David Ross,29.0,0.1445,0.0965,Safe,True
24,5,PERCENT,Rashad Jennings,32.0,0.1295,0.0933,Safe,True
24,5,PERCENT,Erika Jayne,32.0,0.0175,0.0138,Eliminated,True
24,5,PERCENT,Normani,39.0,0.0889,0.0573,Safe,True
24,5,PERCENT,Nick Viall,34.0,0.1479,0.101,Safe,True
24,6,PERCENT,Heather Morris,37.0,0.0184,0.015,Eliminated,True
24,6,PERCENT,Nancy Kerrigan,33.5,0.1714,0.0974,Safe,True
24,6,PERCENT,Bonner Bolton,31.5,0.1568,0.1106,Safe,True
24,6,PERCENT,Simone Biles,34.5,0.1113,0.0584,Safe,True
24,6,PERCENT,David Ross,31.0,0.1394,0.0745,Safe,True
24,6,PERCENT,Rashad Jennings,35.0,0.1013,0.0572,Safe,True
24,6,PERCENT,Normani,36.0,0.1862,0.0966,Safe,True
24,6,PERCENT,Nick Viall,30.5,0.1153,0.0518,Safe,True
24,7,PERCENT,Nancy Kerrigan,36.0,0.0261,0.0214,Eliminated,True
24,7,PERCENT,Bonner Bolton,31.0,0.1654,0.0823,Safe,True
24,7,PERCENT,Simone Biles,39.0,0.1631,0.0911,Safe,True
24,7,PERCENT,David Ross,32.0,0.1624,0.097,Safe,True
24,7,PERCENT,Rashad Jennings,39.0,0.1501,0.093,Safe,True
24,7,PERCENT,Normani,42.0,0.1856,0.1304,Safe,True
24,7,PERCENT,Nick Viall,34.0,0.1473,0.078,Safe,True
24,8,PERCENT,Bonner Bolton,29.0,0.0577,0.0406,Eliminated,True
24,8,PERCENT,Simone Biles,36.0,0.318,0.17,Safe,True
24,8,PERCENT,David Ross,32.5,0.2461,0.1376,Safe,True
24,8,PERCENT,Rashad Jennings,37.5,0.1854,0.1177,Safe,True
24,8,PERCENT,Normani,39.5,0.1929,0.1296,Safe,True
24,9,PERCENT,Simone Biles,40.0,0.0727,0.0473,Eliminated,True
24,9,PERCENT,David Ross,35.0,0.3041,0.1019,Safe,True
24,9,PERCENT,Rashad Jennings,38.5,0.2801,0.1245,Safe,True
24,9,PERCENT,Normani,38.0,0.3431,0.1531,Safe,True
25,2,PERCENT,Sasha Pieterse,22.5,0.072,0.0502,Safe,True
25,2,PERCENT,Frankie Muniz,24.0,0.0815,0.0607,Safe,True
25,2,PERCENT,Jordan Fisher,24.0,0.0868,0.0608,Safe,True
25,2,PERCENT,Derek Fisher,19.0,0.0844,0.0583,Safe,True
25,2,PERCENT,Nikki Bella,19.5,0.0822,0.0491,Safe,True
25,2,PERCENT,Terrell Owens,19.5,0.0761,0.0574,Safe,True
25,2,PERCENT,Victoria Arlen,22.0,0.0816,0.0593,Safe,True
25,2,PERCENT,Barbara Corcoran,17.0,0.0142,0.0098,Eliminated,True
25,2,PERCENT,Lindsey Stirling,22.5,0.0762,0.0533,Safe,True
25,2,PERCENT,Debbie Gibson,20.5,0.0848,0.0508,Safe,True
25,2,PERCENT,Nick Lachey,19.0,0.0889,0.0551,Safe,True
25,2,PERCENT,Drew Scott,20.5,0.0949,0.06,Safe,True
25,2,PERCENT,Vanessa Lachey,23.5,0.0764,0.0482,Safe,True
25,4,PERCENT,Sasha Pieterse,24.0,0.1099,0.0831,Safe,True
25,4,PERCENT,Frankie Muniz,24.0,0.0956,0.0579,Safe,True
25,4,PERCENT,Jordan Fisher,29.0,0.0878,0.0661,Safe,True
25,4,PERCENT,Derek Fisher,23.0,0.0129,0.0105,Eliminated,True
25,4,PERCENT,Nikki Bella,24.0,0.1014,0.0656,Safe,True
25,4,PERCENT,Terrell Owens,24.0,0.0996,0.0727,Safe,True
25,4,PERCENT,Victoria Arlen,27.0,0.0911,0.0652,Safe,True
25,4,PERCENT,Lindsey Stirling,26.0,0.0985,0.0659,Safe,True
25,4,PERCENT,Nick Lachey,22.0,0.1143,0.0715,Safe,True
25,4,PERCENT,Drew Scott,24.0,0.0906,0.0606,Safe,True
25,4,PERCENT,Vanessa Lachey,24.0,0.0982,0.0578,Safe,True
25,5,PERCENT,Sasha Pieterse,24.0,0.016,0.0121,Eliminated,True
25,5,PERCENT,Frankie Muniz,29.0,0.1116,0.0865,Safe,True
25,5,PERCENT,Jordan Fisher,30.0,0.1246,0.0787,Safe,True
25,5,PERCENT,Nikki Bella,27.0,0.1101,0.0696,Safe,True
25,5,PERCENT,Terrell Owens,25.0,0.1148,0.075,Safe,True
25,5,PERCENT,Victoria Arlen,27.0,0.1053,0.0688,Safe,True
25,5,PERCENT,Lindsey Stirling,28.0,0.1141,0.0769,Safe,True
25,5,PERCENT,Nick Lachey,22.0,0.1084,0.0609,Safe,True
25,5,PERCENT,Drew Scott,25.0,0.0982,0.056,Safe,True
25,5,PERCENT,Vanessa Lachey,24.0,0.0969,0.0578,Safe,True
25,6,PERCENT,Frankie Muniz,31.0,0.1348,0.0687,Safe,True
25,6,PERCENT,Jordan Fisher,39.0,0.1162,0.0756,Safe,True
25,6,PERCENT,Nikki Bella,36.0,0.1282,0.0804,Safe,True
25,6,PERCENT,Terrell Owens,37.0,0.1011,0.0695,Safe,True
25,6,PERCENT,Victoria Arlen,31.0,0.1335,0.0918,Safe,True
25,6,PERCENT,Lindsey Stirling,40.0,0.1025,0.0709,Safe,True
25,6,PERCENT,Nick Lachey,26.0,0.029,0.019,Eliminated,True
25,6,PERCENT,Drew Scott,30.0,0.1433,0.0875,Safe,True
25,6,PERCENT,Vanessa Lachey,36.0,0.1114,0.0626,Safe,True
25,7,PERCENT,Frankie Muniz,30.0,0.1271,0.0893,Safe,True
25,7,PERCENT,Jordan Fisher,27.0,0.15,0.0842,Safe,True
25,7,PERCENT,Nikki Bella,24.0,0.0265,0.0197,Eliminated,True
25,7,PERCENT,Terrell Owens,24.5,0.1455,0.0883,Safe,True
25,7,PERCENT,Victoria Arlen,28.5,0.112,0.0744,Safe,True
25,7,PERCENT,Lindsey Stirling,25.5,0.1395,0.0789,Safe,True
25,7,PERCENT,Drew Scott,28.5,0.1358,0.0806,Safe,True
25,7,PERCENT,Vanessa Lachey,27.0,0.1636,0.1038,Safe,True
25,8,PERCENT,Frankie Muniz,26.5,0.1734,0.1084,Safe,True
25,8,PERCENT,Jordan Fisher,30.0,0.1791,0.1114,Safe,True
25,8,PERCENT,Terrell Owens,25.5,0.039,0.0301,Eliminated,True
25,8,PERCENT,Victoria Arlen,24.0,0.2501,0.139,Safe,True
25,8,PERCENT,Lindsey Stirling,27.0,0.177,0.0889,Safe,True
25,8,PERCENT,Drew Scott,23.5,0.1814,0.0958,Safe,True
25,9,PERCENT,Frankie Muniz,25.5,0.2292,0.1107,Safe,True
25,9,PERCENT,Jordan Fisher,29.0,0.1574,0.0829,Safe,True
25,9,PERCENT,Victoria Arlen,28.0,0.0437,0.0329,Eliminated,True
25,9,PERCENT,Lindsey Stirling,28.5,0.1685,0.0952,Safe,True
25,9,PERCENT,Drew Scott,24.0,0.4012,0.1427,Safe,True
25,10,PERCENT,Frankie Muniz,38.8887,0.2692,0.1083,Safe,True
25,10,PERCENT,Jordan Fisher,40.0,0.2906,0.1754,Safe,True
25,10,PERCENT,Lindsey Stirling,40.0,0.3593,0.1664,Safe,True
25,10,PERCENT,Drew Scott,37.5,0.0809,0.0545,Eliminated,True
26,1,PERCENT,Jamie Anderson,19.0,0.0152,0.0112,Eliminated,True
26,1,PERCENT,Johnny Damon,18.0,0.1362,0.0913,Safe,True
26,1,PERCENT,Kareem Abdul-Jabbar,17.0,0.1194,0.0764,Safe,True
26,1,PERCENT,Arike Ogunbowale,20.0,0.1171,0.0788,Safe,True
26,1,PERCENT,Jennie Finch Daigle,21.0,0.1302,0.0961,Safe,True
26,1,PERCENT,Chris Mazdzer,21.0,0.1052,0.066,Safe,True
26,1,PERCENT,Mirai Nagasu,23.0,0.0805,0.0526,Safe,True
26,1,PERCENT,Tonya Harding,23.0,0.0883,0.0624,Safe,True
26,1,PERCENT,Josh Norman,24.0,0.0929,0.0745,Safe,True
26,1,PERCENT,Adam Rippon,24.0,0.1149,0.0705,Safe,True
26,2,PERCENT,Kareem Abdul-Jabbar,29.5,0.028,0.021,Eliminated,True
26,2,PERCENT,Arike Ogunbowale,35.0,0.1518,0.0973,Safe,True
26,2,PERCENT,Jennie Finch Daigle,31.5,0.1662,0.1089,Safe,True
26,2,PERCENT,Chris Mazdzer,33.0,0.1369,0.074,Safe,True
26,2,PERCENT,Mirai Nagasu,37.0,0.1278,0.0832,Safe,True
26,2,PERCENT,Tonya Harding,33.0,0.122,0.0724,Safe,True
26,2,PERCENT,Josh Norman,31.5,0.1126,0.0694,Safe,True
26,2,PERCENT,Adam Rippon,37.0,0.1548,0.0868,Safe,True
26,3,PERCENT,Jennie Finch Daigle,29.0,0.0459,0.0324,Eliminated,True
26,3,PERCENT,Chris Mazdzer,33.0,0.1858,0.116,Safe,True
26,3,PERCENT,Mirai Nagasu,35.0,0.2124,0.1582,Safe,True
26,3,PERCENT,Tonya Harding,35.0,0.1869,0.1266,Safe,True
26,3,PERCENT,Josh Norman,38.0,0.2029,0.1416,Safe,True
26,3,PERCENT,Adam Rippon,41.0,0.166,0.1003,Safe,True
27,1,PERCENT,Juan Pablo Di Pace,22.0,0.0631,0.0426,Safe,True
27,1,PERCENT,Evanna Lynch,18.0,0.0794,0.0519,Safe,True
27,1,PERCENT,Nancy McKeon,19.5,0.0789,0.0502,Safe,True
27,1,PERCENT,John Schneider,18.0,0.0925,0.0551,Safe,True
27,1,PERCENT,Milo Manheim,20.0,0.0857,0.0538,Safe,True
27,1,PERCENT,Danelle Umstead,18.0,0.086,0.0602,Safe,True
27,1,PERCENT,Mary Lou Retton,20.0,0.0771,0.0449,Safe,True
27,1,PERCENT,DeMarcus Ware,23.0,0.0724,0.0567,Safe,True
27,1,PERCENT,Nikki Glaser,17.5,0.013,0.0099,Eliminated,True
27,1,PERCENT,Bobby Bones,20.0,0.0839,0.0627,Safe,True
27,1,PERCENT,Tinashe,23.0,0.0809,0.0542,Safe,True
27,1,PERCENT,Alexis Ren,22.0,0.069,0.0483,Safe,True
27,1,PERCENT,Joe Amabile,14.0,0.118,0.0706,Safe,True
27,2,PERCENT,Juan Pablo Di Pace,26.0,0.0959,0.0718,Safe,True
27,2,PERCENT,Evanna Lynch,24.0,0.0682,0.0481,Safe,True
27,2,PERCENT,Nancy McKeon,20.5,0.0894,0.0656,Safe,True
27,2,PERCENT,John Schneider,21.5,0.095,0.0625,Safe,True
27,2,PERCENT,Milo Manheim,26.0,0.0791,0.0584,Safe,True
27,2,PERCENT,Danelle Umstead,18.5,0.0156,0.0105,Eliminated,True
27,2,PERCENT,Mary Lou Retton,23.0,0.085,0.0626,Safe,True
27,2,PERCENT,DeMarcus Ware,23.5,0.105,0.0697,Safe,True
27,2,PERCENT,Bobby Bones,19.5,0.1068,0.0639,Safe,True
27,2,PERCENT,Tinashe,26.0,0.0748,0.0516,Safe,True
27,2,PERCENT,Alexis Ren,24.5,0.078,0.054,Safe,True
27,2,PERCENT,Joe Amabile,17.5,0.1072,0.0593,Safe,True
27,3,PERCENT,Juan Pablo Di Pace,30.0,0.0891,0.0674,Safe,True
27,3,PERCENT,Evanna Lynch,27.0,0.1191,0.0825,Safe,True
27,3,PERCENT,Nancy McKeon,22.0,0.0167,0.0124,Eliminated,True
27,3,PERCENT,John Schneider,21.0,0.1008,0.0528,Safe,True
27,3,PERCENT,Milo Manheim,27.0,0.0882,0.0597,Safe,True
27,3,PERCENT,Mary Lou Retton,24.0,0.0818,0.0548,Safe,True
27,3,PERCENT,DeMarcus Ware,26.0,0.0906,0.0533,Safe,True
27,3,PERCENT,Bobby Bones,23.0,0.0984,0.0729,Safe,True
27,3,PERCENT,Tinashe,27.0,0.0863,0.0679,Safe,True
27,3,PERCENT,Alexis Ren,26.0,0.0908,0.0587,Safe,True
27,3,PERCENT,Joe Amabile,18.0,0.1381,0.0744,Safe,True
27,4,PERCENT,Juan Pablo Di Pace,24.0,0.1058,0.0699,Safe,True
27,4,PERCENT,Evanna Lynch,24.0,0.0872,0.0485,Safe,True
27,4,PERCENT,John Schneider,21.0,0.0989,0.0468,Safe,True
27,4,PERCENT,Milo Manheim,29.0,0.1047,0.0642,Safe,True
27,4,PERCENT,Mary Lou Retton,26.0,0.1004,0.0659,Safe,True
27,4,PERCENT,DeMarcus Ware,22.0,0.0897,0.0425,Safe,True
27,4,PERCENT,Bobby Bones,20.0,0.156,0.0901,Safe,True
27,4,PERCENT,Tinashe,26.0,0.011,0.0097,Eliminated,True
27,4,PERCENT,Alexis Ren,25.0,0.099,0.0515,Safe,True
27,4,PERCENT,Joe Amabile,15.0,0.1474,0.0691,Safe,True
27,6,PERCENT,Juan Pablo Di Pace,30.0,0.1229,0.0938,Safe,True
27,6,PERCENT,Evanna Lynch,29.0,0.0808,0.054,Safe,True
27,6,PERCENT,John Schneider,19.0,0.1387,0.0683,Safe,True
27,6,PERCENT,Milo Manheim,30.0,0.1227,0.0906,Safe,True
27,6,PERCENT,Mary Lou Retton,24.0,0.0195,0.0155,Eliminated,True
27,6,PERCENT,DeMarcus Ware,26.0,0.137,0.083,Safe,True
27,6,PERCENT,Bobby Bones,22.0,0.1235,0.0818,Safe,True
27,6,PERCENT,Alexis Ren,27.0,0.1258,0.0825,Safe,True
27,6,PERCENT,Joe Amabile,22.0,0.1291,0.0664,Safe,True
27,7,PERCENT,Juan Pablo Di Pace,28.0,0.1778,0.108,Safe,True
27,7,PERCENT,Evanna Lynch,29.5,0.1183,0.0722,Safe,True
27,7,PERCENT,John Schneider,27.0,0.0207,0.0165,Eliminated,True
27,7,PERCENT,Milo Manheim,29.0,0.0971,0.0596,Safe,True
27,7,PERCENT,DeMarcus Ware,26.5,0.1261,0.0739,Safe,True
27,7,PERCENT,Bobby Bones,26.5,0.1536,0.0743,Safe,True
27,7,PERCENT,Alexis Ren,27.5,0.1224,0.0739,Safe,True
27,7,PERCENT,Joe Amabile,23.5,0.1839,0.1055,Safe,True
27,8,PERCENT,Juan Pablo Di Pace,30.0,0.0312,0.0241,Eliminated,True
27,8,PERCENT,Evanna Lynch,29.0,0.1658,0.0826,Safe,True
27,8,PERCENT,Milo Manheim,27.5,0.1961,0.1252,Safe,True
27,8,PERCENT,Bobby Bones,22.5,0.2271,0.1118,Safe,True
27,8,PERCENT,Alexis Ren,29.0,0.179,0.1027,Safe,True
27,8,PERCENT,Joe Amabile,23.0,0.2008,0.0859,Safe,True
28,2,RANK,Kate Flannery,21.0,0.0634,0.0454,Safe,True
28,2,RANK,James Van Der Beek,20.0,0.0971,0.0682,Safe,True
28,2,RANK,Kel Mitchell,20.0,0.1112,0.0845,Safe,True
28,2,RANK,Ray Lewis,15.0,0.1024,0.0573,Safe,True
28,2,RANK,Lamar Odom,12.0,0.0982,0.0537,Safe,True
28,2,RANK,Sailor Brinkley-Cook,18.0,0.0664,0.0446,Safe,True
28,2,RANK,Sean Spicer,16.0,0.0953,0.0556,Safe,True
28,2,RANK,Mary Wilson,15.0,0.023,0.0176,Eliminated,True
28,2,RANK,Lauren Alaina,19.0,0.0884,0.059,Safe,True
28,2,RANK,Ally Brooke,20.0,0.0758,0.0543,Safe,True
28,2,RANK,Karamo Brown,19.0,0.1007,0.068,Safe,True
28,2,RANK,Hannah Brown,24.0,0.0782,0.0598,Safe,True
28,4,RANK,Kate Flannery,26.0,0.119,0.0799,Safe,True
28,4,RANK,James Van Der Beek,28.0,0.1206,0.0839,Safe,True
28,4,RANK,Kel Mitchell,32.0,0.0914,0.0719,Safe,True
28,4,RANK,Lamar Odom,20.0,0.0435,0.0319,Eliminated,True
28,4,RANK,Sailor Brinkley-Cook,31.0,0.0977,0.0719,Safe,True
28,4,RANK,Sean Spicer,21.0,0.1211,0.0853,Safe,True
28,4,RANK,Lauren Alaina,32.0,0.0895,0.0568,Safe,True
28,4,RANK,Ally Brooke,32.0,0.0982,0.0663,Safe,True
28,4,RANK,Karamo Brown,28.0,0.1123,0.0724,Safe,True
28,4,RANK,Hannah Brown,32.0,0.1067,0.0743,Safe,True
28,6,RANK,Kate Flannery,27.0,0.0993,0.0747,Safe,False
28,6,RANK,James Van Der Beek,27.0,0.1062,0.0771,Safe,False
28,6,RANK,Kel Mitchell,26.0,0.1306,0.0845,Safe,False
28,6,RANK,Sailor Brinkley-Cook,27.0,0.1117,0.0758,Eliminated,False
28,6,RANK,Sean Spicer,21.0,0.1217,0.0904,Safe,False
28,6,RANK,Lauren Alaina,26.0,0.1015,0.071,Safe,False
28,6,RANK,Ally Brooke,25.0,0.111,0.0755,Safe,False
28,6,RANK,Karamo Brown,25.0,0.1197,0.087,Safe,False
28,6,RANK,Hannah Brown,24.0,0.0983,0.0699,Safe,False
28,7,RANK,Kate Flannery,24.0,0.1765,0.1116,Safe,True
28,7,RANK,James Van Der Beek,27.0,0.1219,0.085,Safe,True
28,7,RANK,Kel Mitchell,25.5,0.1361,0.0952,Safe,True
28,7,RANK,Sean Spicer,21.0,0.1746,0.0859,Safe,True
28,7,RANK,Lauren Alaina,27.0,0.1322,0.1018,Safe,True
28,7,RANK,Ally Brooke,27.0,0.1354,0.1019,Safe,True
28,7,RANK,Karamo Brown,24.5,0.0384,0.0272,Eliminated,True
28,7,RANK,Hannah Brown,26.0,0.0848,0.0644,Safe,True
28,8,RANK,Kate Flannery,25.9998,0.0443,0.0345,Eliminated,True
28,8,RANK,James Van Der Beek,31.9998,0.1152,0.0787,Safe,True
28,8,RANK,Kel Mitchell,29.9998,0.1265,0.0785,Safe,True
28,8,RANK,Sean Spicer,20.0,0.1938,0.0932,Safe,True
28,8,RANK,Lauren Alaina,24.0,0.198,0.1273,Safe,True
28,8,RANK,Ally Brooke,30.0,0.1385,0.0879,Safe,True
28,8,RANK,Hannah Brown,30.9998,0.1838,0.1354,Safe,True
28,9,RANK,James Van Der Beek,36.0,0.1935,0.1393,Safe,True
28,9,RANK,Kel Mitchell,37.0,0.1158,0.0943,Safe,True
28,9,RANK,Sean Spicer,25.0,0.0951,0.0613,Eliminated,True
28,9,RANK,Lauren Alaina,35.0,0.1995,0.1201,Safe,True
28,9,RANK,Ally Brooke,40.0,0.191,0.1258,Safe,True
28,9,RANK,Hannah Brown,35.5,0.2051,0.1167,Safe,True
28,10,RANK,James Van Der Beek,25.5,0.1401,0.0977,Eliminated,True
28,10,RANK,Kel Mitchell,28.5,0.1515,0.1117,Safe,True
28,10,RANK,Lauren Alaina,27.0,0.2621,0.1436,Safe,True
28,10,RANK,Ally Brooke,29.5,0.2112,0.1501,Safe,True
28,10,RANK,Hannah Brown,27.0,0.2351,0.1514,Safe,True
29,2,RANK,Anne Heche,18.0,0.0672,0.05,Safe,True
29,2,RANK,Jesse Metcalfe,20.0,0.0797,0.0564,Safe,True
29,2,RANK,Chrishell Stause,18.0,0.0689,0.0483,Safe,True
29,2,RANK,Skai Jackson,15.0,0.0825,0.0497,Safe,True
29,2,RANK,Justina Machado,21.0,0.0718,0.0525,Safe,True
29,2,RANK,Charles Oakley,15.0,0.0227,0.0182,Eliminated,True
29,2,RANK,Veron Davis,18.0,0.0601,0.0431,Safe,True
29,2,RANK,Johnny Weir,18.0,0.0715,0.0579,Safe,True
29,2,RANK,Nev Schulman,21.0,0.065,0.0496,Safe,True
29,2,RANK,AJ McLean,19.0,0.0708,0.0582,Safe,True
29,2,RANK,Nelly,18.0,0.0688,0.0519,Safe,True
29,2,RANK,Kaitlyn Bristowe,22.0,0.0723,0.055,Safe,True
29,2,RANK,Carole Baskin,16.0,0.0689,0.0445,Safe,True
29,2,RANK,Monica Aldama,16.0,0.0765,0.0458,Safe,True
29,2,RANK,Jeannie Mai,18.0,0.0534,0.0379,Safe,True
29,3,RANK,Anne Heche,15.0,0.0835,0.0495,Safe,True
29,3,RANK,Jesse Metcalfe,20.0,0.0914,0.0639,Safe,True
29,3,RANK,Chrishell Stause,22.0,0.0666,0.0519,Safe,True
29,3,RANK,Skai Jackson,18.0,0.0659,0.045,Safe,True
29,3,RANK,Justina Machado,19.0,0.1015,0.0644,Safe,True
29,3,RANK,Veron Davis,22.0,0.0751,0.0508,Safe,True
29,3,RANK,Johnny Weir,24.0,0.0678,0.0439,Safe,True
29,3,RANK,Nev Schulman,24.0,0.0628,0.0487,Safe,True
29,3,RANK,AJ McLean,21.0,0.0738,0.0606,Safe,True
29,3,RANK,Nelly,18.0,0.0748,0.0492,Safe,True
29,3,RANK,Kaitlyn Bristowe,23.0,0.0688,0.0505,Safe,True
29,3,RANK,Carole Baskin,12.0,0.027,0.0204,Eliminated,True
29,3,RANK,Monica Aldama,21.0,0.0687,0.0533,Safe,True
29,3,RANK,Jeannie Mai,22.0,0.0724,0.0546,Safe,True
29,4,RANK,Anne Heche,21.0,0.0219,0.0171,Eliminated,True
29,4,RANK,Jesse Metcalfe,21.0,0.1062,0.0581,Safe,True
29,4,RANK,Chrishell Stause,22.0,0.0829,0.0556,Safe,True
29,4,RANK,Skai Jackson,28.0,0.0806,0.0521,Safe,True
29,4,RANK,Justina Machado,24.0,0.0703,0.0495,Safe,True
29,4,RANK,Veron Davis,22.0,0.079,0.0569,Safe,True
29,4,RANK,Johnny Weir,24.0,0.0705,0.056,Safe,True
29,4,RANK,Nev Schulman,24.0,0.0605,0.0422,Safe,True
29,4,RANK,AJ McLean,24.0,0.0755,0.0617,Safe,True
29,4,RANK,Nelly,21.0,0.1013,0.0609,Safe,True
29,4,RANK,Kaitlyn Bristowe,25.0,0.0647,0.0451,Safe,True
29,4,RANK,Monica Aldama,24.0,0.0997,0.0659,Safe,True
29,4,RANK,Jeannie Mai,21.0,0.0867,0.0483,Safe,True
29,5,RANK,Jesse Metcalfe,19.0,0.0377,0.0296,Eliminated,True
29,5,RANK,Chrishell Stause,19.0,0.1068,0.0588,Safe,True
29,5,RANK,Skai Jackson,24.0,0.0852,0.0663,Safe,True
29,5,RANK,Justina Machado,24.0,0.0695,0.0516,Safe,True
29,5,RANK,Veron Davis,21.0,0.1067,0.0636,Safe,True
29,5,RANK,Johnny Weir,29.0,0.07,0.059,Safe,True
29,5,RANK,Nev Schulman,26.0,0.0821,0.0631,Safe,True
29,5,RANK,AJ McLean,24.0,0.0804,0.0612,Safe,True
29,5,RANK,Nelly,24.0,0.0918,0.0692,Safe,True
29,5,RANK,Kaitlyn Bristowe,27.0,0.0961,0.07,Safe,True
29,5,RANK,Monica Aldama,26.0,0.0985,0.0642,Safe,True
29,5,RANK,Jeannie Mai,24.0,0.0753,0.0589,Safe,True
29,6,RANK,Chrishell Stause,24.0,0.0842,0.0622,Safe,True
29,6,RANK,Skai Jackson,18.0,0.125,0.0722,Safe,True
29,6,RANK,Justina Machado,27.0,0.0983,0.0744,Safe,True
29,6,RANK,Veron Davis,21.0,0.0316,0.022,Eliminated,True
29,6,RANK,Johnny Weir,22.0,0.1188,0.0723,Safe,True
29,6,RANK,Nev Schulman,26.0,0.0962,0.0669,Safe,True
29,6,RANK,AJ McLean,27.0,0.1012,0.0666,Safe,True
29,6,RANK,Nelly,24.0,0.0914,0.0617,Safe,True
29,6,RANK,Kaitlyn Bristowe,27.0,0.0892,0.0682,Safe,True
29,6,RANK,Monica Aldama,27.0,0.0844,0.0565,Safe,True
29,6,RANK,Jeannie Mai,25.0,0.0796,0.0553,Safe,True
29,7,RANK,Chrishell Stause,26.0,0.1019,0.07,Safe,True
